2021-08-08 21:06:25,2160
2021-08-08 23:37:01,2160
2021-08-09 02:07:38,2160
2021-08-09 04:38:14,2160
2021-08-09 07:08:51,2160
2021-08-09 09:39:27,2160
2021-08-09 12:10:04,2160
2021-08-09 14:40:40,2160
2021-08-09 17:11:17,3970
2021-08-09 19:41:53,3970
2021-08-09 22:12:30,3970
2021-08-10 00:43:06,3970
2021-08-10 03:13:43,3970
2021-08-10 05:44:20,3970
2021-08-10 08:14:56,3970
2021-08-10 10:45:33,3970
2021-08-10 13:16:09,7260
2021-08-10 15:46:46,7260
2021-08-10 18:17:22,2740
2021-08-10 20:47:59,2740
2021-08-10 23:18:35,2740
2021-08-11 01:49:12,2740
2021-08-11 04:19:48,2860
2021-08-11 06:50:25,2860
2021-08-11 09:21:01,2860
2021-08-11 11:51:38,2860
2021-08-11 14:22:15,2860
2021-08-11 16:52:51,2860
2021-08-11 19:23:28,2860
2021-08-11 21:54:04,2860
2021-08-12 00:24:41,2860
2021-08-12 02:55:17,2860
2021-08-12 05:25:54,2860
2021-08-12 07:56:30,2860
2021-08-12 10:27:07,2860
2021-08-12 12:57:43,2860
2021-08-12 15:28:20,2860
2021-08-12 17:58:56,2860
2021-08-12 20:29:33,2860
2021-08-12 23:00:10,2860
2021-08-13 01:30:46,1720
2021-08-13 04:01:23,1800
2021-08-13 06:31:59,2110
2021-08-13 09:02:36,2110
2021-08-13 11:33:12,2110
2021-08-13 14:03:49,2330
2021-08-13 16:34:25,2190
2021-08-13 19:05:02,1800
2021-08-13 21:35:38,1720
2021-08-14 00:06:15,1720
2021-08-14 02:36:52,1800
2021-08-14 05:07:28,1800
2021-08-14 07:38:05,1800
2021-08-14 10:08:41,1800
2021-08-14 12:39:18,1680
2021-08-14 15:09:54,1560
2021-08-14 17:40:31,1560
2021-08-14 20:11:07,2650
2021-08-14 22:41:44,2650
2021-08-15 01:12:20,2650
2021-08-15 03:42:57,2650
2021-08-15 06:13:33,2650
2021-08-15 08:44:10,2650
2021-08-15 11:14:47,2190
2021-08-15 13:45:23,2190
2021-08-15 16:16:00,2190
2021-08-15 18:46:36,2190
2021-08-15 21:17:13,2190
2021-08-15 23:47:49,2190
2021-08-16 02:18:26,2370
2021-08-16 04:49:02,2370
2021-08-16 07:19:39,2370
2021-08-16 09:50:15,2200
2021-08-16 12:20:52,1950
2021-08-16 14:51:28,2730
2021-08-16 17:22:05,2730
2021-08-16 19:52:42,2250
2021-08-16 22:23:18,2330
2021-08-17 00:53:55,2100
2021-08-17 03:24:31,2460
2021-08-17 05:55:08,1950
2021-08-17 08:25:44,1840
2021-08-17 10:56:21,1640
2021-08-17 13:26:57,1950
2021-08-17 15:57:34,2050
2021-08-17 18:28:10,1820
2021-08-17 20:58:47,1700
2021-08-17 23:29:23,1700
2021-08-18 02:00:00,1860
2021-08-18 04:30:37,1860
2021-08-18 07:01:13,1490
2021-08-18 09:31:50,1520
2021-08-18 12:02:26,1430
2021-08-18 14:33:03,1510
2021-08-18 17:03:39,1510
2021-08-18 19:34:16,1350
2021-08-18 22:04:52,1340
2021-08-19 00:35:29,1380
2021-08-19 03:06:05,1280
2021-08-19 05:36:42,1380
